Incident Number,bsee_activity,bsee_type_checkboxes,bsee_operation,bsee_cause_checkboxes,bsee_water_depth,bsee_property_damaged,bsee_possible_ocs_violations,bsee_violations_narrative,bsee_onsite_investigation_date,bsee_accident_classification,bsee_panel_formed,bsee_operator,bsee_form_revision,bsee_extract_status,bsee_source_url,bsee_sha256
HI-110-20151117-0700,EXPLORATION(POE) X (DOCD/POD),HISTORIC INJURY REQUIRED EVACUATION 1 X LTA (1-3 days) X LTA (>3 days 1 RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,45 FT.,N/A,,24. SPECIFY VIOLATIONS DIRECTLY OR,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-110-w-and-t-offshore-17-nov-2015.pdf,23bed5f6357f1f3cce9f5eeb54169d396f93fc570387a2778917160324f09543
HI-110-20220627-1200,EXPLORATION(POE) X DEVELOPMENT/PRODUCTION (DOCD/POD),INJURIES: HISTORIC INJURY OPERATOR REQUIRED EVACUATION 0 X LTA (1-3 days) X LTA (>3 days) 0 RW/JT (1-3 days) RW/JT (>3 days) FATALITY Other Injury POLLUTION FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K STRUCTURAL DAMAGE CRANE OTHER LIFTING DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. X OTHER decommissioning,EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE CONTRACTOR SLIP/TRIP/FALL 1 WEATHER RELATED LEAK 1 UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,45 FT.,NATURE None,YES,"24. SPECIFY VIOLATIONS DIRECTLY OR Violation 30 CFR 250.107 G-112 Does the Lessee provide for precautions to correct and remove safety, and fire hazards? On 27 June 2022, Lessee failed to necessary precautions to correct debris on the jacket as a hazard.",,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: DHD Offshore Services REPRESENTATIVE: TELEPHONE:",C,ok,https://www.bsee.gov/sites/bsee.gov/files/hi-110-wt-offshore-27-jun-2022.pdf,bb9417faf9c58b00b13443d5235a9b3832013cf20bacfe7d64d3105279cd1c39
HI-131-20141230-2030,EXPLORATION(POE) X (DOCD/POD),HISTORIC INJURY - REQUIRED EVACUATION 2 - X LTA (1-3 days) 1 X X LTA (>3 days 1 RW/JT (1-3 days) RW/JT (>3 days) Other Injury - FATALITY POLLUTION FIRE EXPLOSION LWC - HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM Inc. - REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,PRODUCTION DRILLING WORKOVER X COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE - SLIP/TRIP/FALL - WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,53 FT.,NATURE None None $,YES OF DAMAGE:,"G-110 (S) 250.107 (a) At the time of the investigation, lessee failed to properly rig up the single joint elevators which caused an occurrence of a joint of drill pipe and the single joint elevators to fall from the v-door to the catwalk striking two rig personnel. Failed to utilize the proper sized cotter pin while rigging up the single joint elevators. Failed to develop or utilize a checklist for rigging up the single joint elevators to ensure the proper sized shackle(s), cotter pin(s), and slings were utilized prior to the job task.",,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO Daniel,"Castex Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: Hercules Offshore, REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/safety/hi-131-castex-offshore-30-dec-2014.pdf,3ca57c2451af9283644dc6835b1a023572ef34c0833fe1a8e2f17b7d4f67315c
HI-154-20150122-1454,EXPLORATION(POE) X (DOCD/POD),HISTORIC INJURY - REQUIRED EVACUATION LTA (1-3 days) LTA (>3 days RW/JT (1-3 days) RW/JT (>3 days) Other Injury - FATALITY POLLUTION FIRE EXPLOSION LWC - HISTORIC BLOWOUT UNDERGROUND SURFACE X DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION X HISTORIC X >$25K INVESTIGATION REPORT X STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE X OTHER Ship Collision REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER X MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE - SLIP/TRIP/FALL X WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,50 FT.,"The boat landing, caisson riser, HI 154 'B' on the Starboard (left) side of the 38. The M/V MAERSK KENTUCKY sustained minor deck at Bay 38 sustained damaged. various Ship collided with platform. process vessels and associated piping, support beams, handrails, grating, and navaids sustained significant damage. - $4,000,000",NO,24. SPECIFY VIOLATIONS DIRECTLY OR,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO /,"EPL Oil & Gas, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: - REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-154b-epl-oil-and-gas-22-jan-2015.pdf,f660fa3a208afdcb730b565d52c5760f3afe4b813b8d4cbc226de0b715337e63
HI-160-20150804-0645,EXPLORATION(POE) X (DOCD/POD),"HISTORIC INJURY REQUIRED EVACUATION 1 X LTA (1-3 days) LTA (>3 days RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE Petroleum, LLC DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR",PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. X OTHER PA operations #2)),DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,49 FT.,NATURE None None $,YES,"24. SPECIFY VIOLATIONS DIRECTLY OR INDIRECTLY load. The IP's body position was personnel when IP released the tag line lines and/ or push poles when OF DAMAGE: Regional office. CONTRIBUTING. While laying down 7 5/8"" casing, lessee failed to ensure personnel were utilizing adequate slings to keep casing bundles tightly secured. Lessee failed to ensure Stop Work Authority (SWA) was utilized by personnel when IP released the tag line and placed his hands on the casing being lowered to the deck. Personnel failed to properly position themselves while the bundle of casing was lowered to the deck. Lessee failed to ensure adequate bundles on the deck.",,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,MC Offshore REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:,B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-160-ja-mc-offshore-petroleum-04-aug-2015.pdf,7f36875cec9002a7721c4266bf79614831e26f891c8e93fb36928fc7b3cb3f82
HI-22-20180411-1715,EXPLORATION(POE) X DEVELOPMENT/PRODUCTION (DOCD/POD),HISTORIC INJURY REQUIRED EVACUATION 1 X LTA (1-3 days) LTA (>3 days RW/JT (1-3 days) X RW/JT (>3 days) 1 Other Injury FATALITY POLLUTION X FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K STRUCTURAL DAMAGE CRANE OTHER LIFTING DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER (Sharm SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,42 FT.,NATURE None None,YES OF DAMAGE: incident.,"G-110 (C) DOES THE LESSEE PERFORM ALL OPERATIONS IN A SAFE AND WORKMANLIKE MANNER AND PROVIDE FOR THE PRESERVATION AND CONSERVATION OF PROPERTY AND THE ENVIRONMENT.-Lessee failed to ensure discharge of the crane engine starter was vented to a safe area. Discharge of starter was found to discharge against the engine block on the same side as engine air intake and blower. This resulted in a flash fire and one injured person sustaining 1st and 2nd degree burns. G-132 (W) HAS THE DISTRICT MANGER BEEN VERBALLY NOTIFIED IMMEDIATELY FOLLOWING INCIDENTS INVOLVING ALL: FATALITIES, INJURIES REQUIRING EVACUATION, LOSS OF WELL CONTROL, FIRES, EXPLOSIONS, H2S RELEASES AS DEFINED IN 30 CFR. Following an incident involving a fire on 11-April-2018 at HI 22 A, the evacuation of an employee due to occupational injuries requiring medical attention, the lessee failed to provide notification to the Lake Jackson District Office within the prescribed",,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: Shamrock Management, LLC REPRESENTATIVE: TELEPHONE:",C,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/hi-22-wt-offshore-11-apr-2018.pdf,37e7e05b3db099f04c7cab3ff1e6eaed87264f49e984d160ec0c26334889e366
HI-368 A-20180405-1518,EXPLORATION(POE) X DEVELOPMENT/PRODUCTION (DOCD/POD),HISTORIC INJURY REQUIRED EVACUATION 1 X LTA (1-3 days) X LTA (>3 days 1 RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K STRUCTURAL DAMAGE CRANE OTHER LIFTING DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,PRODUCTION X DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,314 FT.,None $,YES,"24. SPECIFY VIOLATIONS DIRECTLY OR INDIRECTLY G-110 (C) 1. Rig personnel failed to use proper hand CONTRIBUTING. placement when conducting operations, which lead to an occurrence of an injury from a pinch point hazard. 2. Lessee failed to ensure rig floor personnel performing the job task utilized Hands Free tools, which were available on the rig floor and outlined in the Job Safety Analysis. 3. Rig floor personnel failed to use Stop Work Authority while an improper Hands Free tool was used to stabilize and stab the drill pipe. The utilization of improper tools contributed to the IP's hand placement joint.",,,28. ACCIDENT INVESTIGATION PANEL FORMED: NO,"Energy XXI GOM, LLC REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:",C,ok,https://www.bsee.gov/sites/bsee.gov/files/hi-368-a-energy-xxi-05apr2018.pdf,12e9af3dab9b16d7b908af612b6b5c7224bab40d73b4b3000eb9cd4ee3e9a3fd
HI-A 119-1805,[] EXPLORATION (PO E) ~ (DOCD/POD),[] HISTORIC INJURY REQUIRED EVACUATION LTA {1-3 days) LTA (>3 days RW/JT {1-3 days) RW/JT (>3 days) Other Injury FATALITY ~ POLLUTION FIRE EXPLOSION LWC ~ H ISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR D D COLLISION HISTORIC >$25K STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE Production Inc. DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S / 15MIN. /20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE Spill REPRESENTATIVE/SUPERVISOR,PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. Per.manent Abandonment,DEVELOPMENT/PRODUCTION X EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H20 TREATING OVERBOARD DRILLING FLUID OTHER,100 FT.,22. RECOMMENDATIONS TO PREVENT Clearly mark all sand trap and transfering any mud. - personnel were not orientated to mud transfering properly when assembled during rig build and never $ RECURRANCE Master valves and lockout all valves prior to Make sure all procedures are explained to all performing any task. -,YES personnel involved in task prior to,E-100 91 bbl spill from #5 sand trap valve inadvertantly opened without authorization from OIM G-110 Master and sand trap valves not clearly marked or locked shut as per approved rig procedures. G-111 Master dump valve not installed properly and not verified fully closed by rig personnel prior to transfering SOBM.,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,BP Exploration & REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:,B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/safety/hi-a-119-bp-17-jan-2013.pdf,fd89f75fbfa8611a67f3fce44b765af76246be86fa9dc559519c0e488aaea33e
HI-A 334 A-20150612-1230,EXPLORATION(POE) - X ­ (DOCD/POD),HISTORIC INJURY - REQUIRED EVACUATION 1 - X LTA (1-3 days) X LTA (>3 days 1 RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION FIRE EXPLOSION LWC - HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM Production Services - REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION - EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE - SLIP/TRIP/FALL - WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID X OTHER Dropped object struck IP,220 FT.,N/A and depart the platform in an 17-AUG-2015 -,YES,"G-110 'C' During the Incident Investigation of an injury which required medical evacuation, it was determined the Lessee failed to perform all operations in a safe and workmanlike manner and provide for the preservation and conservation of property and the environment: On 12-June-2015, while gathering tools to depart the platform due to weather, a crane mechanic placed a 5' (foot) pry bar in a vertical position against the handrail at the base of the East Crane Gantry. The 5' pry bar slid over and fell through the handrail approximately 25 feet to the deck below, striking a contract operator on the hard hat. The 5' pry bar weighed approximately 18 pounds. The impact caused a severe laceration to the scalp of the Injured Party that was 6 to 7 inches in length. Failure to place the 5' pry bar in a secure location when not in use, resulted in an injury requiring (LTA) > 3 days.",,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,Fieldwood Energy LLC REPRESENTATIVE: TELEPHONE: - CONTRACTOR: Wood Group REPRESENTATIVE: - TELEPHONE:,B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-a-334-a-fieldwood-12-jun-2015.pdf,e738872df75938a006ab2765425c702ac14750b1a115f483c48bae5dcc24ff11
HI-20140806-0200,EXPLORATION(POE) X (DOCD/POD),HISTORIC INJURY - REQUIRED EVACUATION 1 - X LTA (1-3 days) LTA (>3 days RW/JT (1-3 days) X RW/JT (>3 days) 1 - Other Injury - FATALITY POLLUTION FIRE EXPLOSION LWC - HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM Production Services - REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE - SLIP/TRIP/FALL - WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,314 FT.,contributing factors. duty on 12-Aug-2014. 14-OCT-2014 - Del Star 12 volt battery. Destroyed due to explosion. $200,YES,1 G-110 'C' Incident of Non Compliance was issued to the Lessee on 14-Aug-2014. The Lessee failed to perform all operations in a safe and workmanlike manner and provide for the preservation and conservation of property and the environment. The investigation revealed that operators were not wearing proper PPE at the time of the incident.,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"Energy XXI GOM, LLC REPRESENTATIVE: TELEPHONE: CONTRACTOR: Wood Group REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/safety/hi-a-368a-energy-xxi-06-aug-2014.pdf,2383c0a177e37585236897475ba88df4ff60df7a3783b0d2ea3ff8bbdd8d8eef
HI-A 379 B-20150420-1230,EXPLORATION(POE) X (DOCD/POD) -,HISTORIC INJURY - REQUIRED EVACUATION LTA (1-3 days) LTA (>3 days RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION X FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. X INCIDENT >$25K #2 Diesel Generator H2S/15MIN./20PPM Winding - REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,X PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,DEVELOPMENT/PRODUCTION - X EQUIPMENT FAILURE HUMAN ERROR - EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,390 FT. -,"NATURE The #2 diesel generator's electrical Fire. winding. $50,000",YES,24. SPECIFY VIOLATIONS DIRECTLY OR INDIRECTLY (4) P-408 'C' (1) G-100 'C' - OF DAMAGE: CONTRIBUTING. The Surface Safety Valves (SSV's) on four wells failed to close within 45 seconds after activation of the ESD resulting in four (4) Incidents of Non Compliance (INC) - being issued to the Lessee. Additional investigation of the facility revealed that - multiple gas and smoke detectors were found to be inoperable which yielded one (1) additional incident of noncompliance,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: - REPRESENTATIVE: - TELEPHONE: -",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-a-379-b-w-and-t-offshore-20-apr-2015.pdf,597aa89713c06ba60b96b616fc3942ecc872f7c50e1f751fe48f3490226f42c8
HI-A 379 B-0515,EXPLORATION(POE) ~ DEVELOPMENT/ (DOCD/ POD),[]HISTORIC INJURY REQUIRED EVACUATION LTA {1-3 days) LTA (>3 days RW/JT {1-3 days) RW/JT (>3 days) Other Injury FATALITY ~ POLLUTION X FIRE EXPLOSION LWC ~ HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR D D COLLISION HISTORIC >$25K STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/ 15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE X OTHER Generator Fire REPRESENTATIVE/SUPERVISOR,DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. OTHER,PRODUCTION X EQUIPMENT FAILURE HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H20 TREATING OVERBOARD DRILLING FLUID OTHER,390 FT.,Rental Generator. 22. RECOMMENDATIONS TO PREVENT none,23. POSSIBLE OCS VIOLATIONS RELATED TO skid. Generator had been on site since 22-NOV- Fire and water damage to exhaust compartment. RECURRANCE ACCIDENT: NO,,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/safety/hi-a-379-b-w-t-offshore-03-jan-2014.pdf,e677b8717b600e6831744f75d27c833aee0183c7256afffe1c26187339c550db
HI-A 384 A-0825,EXPLORATION (POE ) ~ DEVELOPMENT / (DOCD / POD),[] HISTORIC INJURY X REQUIRED EVACUATION 1 LTA {1-3 days) X LTA (>3 days 1 RW/ JT {1-3 days) RW/ JT (>3 days) Other Injury FATALITY ~ POLLUTION FIRE EXPLOSION LWC ~ H ISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR D D COLLISION HISTORIC >$25 K EV2 STRUCTURAL DAMAGE HOURS OTHER LIFTING DEVICE DAMAGED / DISABLED SAFETY SYS. INCIDENT >$2 5K H2S / 15MIN. /20 PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE Foot Injury REPRESENTATIVE/SUPERVISOR,DRILLING WORKOVER COMPLETION HELICOPTER PIPELINE SEGMENT NO. OTHER,PRODUCTION X EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H20 TREATING OVERBOARD DRILLING FLUID OTHER,358 FT.,"Wire rope Wire rope needs to be replaced following incident $2,000",YES to the Agency at this time.,G-110 Unsafe and unworkmanlike practices I-101 Crane was operated under known adverse/unsafe conditions and resulted in an accident I-105 Crane not taken out of service with known deficiencies I-143 Pre-Use inspection not in,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,"W & T Offshore, Inc. REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:",B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/safety/hi-a-384-a-w-t-offshore-inc-18-october-2012.pdf,3c22a183bd0c97045a15c515cfd8ef7682c205ff298a1f418f67689384abf296
HI-A 442-20151001-1240,EXPLORATION(POE) X (DOCD/POD),HISTORIC INJURY REQUIRED EVACUATION LTA (1-3 days) X LTA (>3 days 1 RW/JT (1-3 days) RW/JT (>3 days) Other Injury FATALITY POLLUTION FIRE EXPLOSION LWC HISTORIC BLOWOUT UNDERGROUND SURFACE DEVERTER SURFACE EQUIPMENT FAILURE OR COLLISION HISTORIC >$25K INVESTIGATION REPORT STRUCTURAL DAMAGE HOURS CRANE OTHER LIFTING DEVICE Offshore Operatio DAMAGED/DISABLED SAFETY SYS. INCIDENT >$25K H2S/15MIN./20PPM REQUIRED MUSTER SHUTDOWN FROM GAS RELEASE OTHER REPRESENTATIVE/SUPERVISOR,PRODUCTION DRILLING WORKOVER COMPLETION HELICOPTER MOTOR VESSEL PIPELINE SEGMENT NO. X OTHER maintenance - fell off ladder,DEVELOPMENT/PRODUCTION EQUIPMENT FAILURE X HUMAN ERROR EXTERNAL DAMAGE X SLIP/TRIP/FALL WEATHER RELATED LEAK UPSET H2O TREATING OVERBOARD DRILLING FLUID OTHER,172 FT.,NATURE None.,close to the ladder. LA. and evaluated at Cameron broken. LTA 8 days. OF DAMAGE: to the Regional office.,24. SPECIFY VIOLATIONS DIRECTLY OR,,,29. ACCIDENT INVESTIGATION PANEL FORMED: NO,Black Elk Energy REPRESENTATIVE: TELEPHONE: CONTRACTOR: REPRESENTATIVE: TELEPHONE:,B,ok,https://www.bsee.gov/sites/bsee.gov/files/reports/incident-and-investigations/hi-a-442-black-elk-energy-01-oct-2015.pdf,61f88d8b960ad5f1459ea1da1d53ccb9f70a5c23efe8f18bf7af745087b59d68
